"","Rk","Player","Pos","Age","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"1","1","Precious Achiuwa","PF",24,74,18,21.9,3.2,6.3,0.501,0.4,1.3,0.268,2.8,5,0.562,0.529,0.9,1.5,0.616,2.6,4,6.6,1.3,0.6,0.9,1.1,1.9,7.6,"14.6",".545",".207",".239","13.0","20.5","16.7","8.4","1.4","3.9","13.8","15.9","1.2","2.2","3.4",".102","-1.7","0.3","-1.4","0.2"
"2","2","Bam Adebayo","C",26,71,71,34,7.5,14.3,0.521,0.2,0.6,0.357,7.3,13.7,0.528,0.529,4.1,5.5,0.755,2.2,8.1,10.4,3.9,1.1,0.9,2.3,2.2,19.3,"19.8",".576",".041",".381","7.4","27.3","17.3","18.9","1.7","2.7","12.0","24.9","2.9","4.3","7.2",".144","0.8","1.7","2.4","2.7"
"3","3","Ochai Agbaji","SG",23,78,28,21,2.3,5.6,0.411,0.8,2.7,0.294,1.5,2.8,0.523,0.483,0.5,0.7,0.661,0.9,1.8,2.8,1.1,0.6,0.6,0.8,1.5,5.8,"7.7",".497",".487",".129","4.9","9.6","7.2","6.6","1.4","2.4","12.3","13.4","-0.5","0.6","0.1",".002","-3.5","-0.9","-4.4","-1.0"
"4","4","Santi Aldama","PF",23,61,35,26.5,4,9.3,0.435,1.7,5,0.349,2.3,4.3,0.534,0.528,0.9,1.4,0.621,1.2,4.6,5.8,2.3,0.7,0.9,1.1,1.5,10.7,"13.1",".539",".535",".153","4.7","19.7","11.9","13.3","1.3","3.1","10.2","17.9","0.4","2.0","2.4",".070","-0.7","0.4","-0.2","0.7"
"5","5","Nickeil Alexander-Walker","SG",25,82,20,23.4,2.9,6.6,0.439,1.6,4.1,0.391,1.3,2.5,0.517,0.56,0.6,0.8,0.8,0.4,1.6,2,2.5,0.8,0.5,0.9,1.7,8,"10.9",".578",".623",".121","2.2","7.5","4.9","14.5","1.6","1.9","11.8","14.8","1.5","2.8","4.3",".107","-1.1","1.3","0.2","1.1"
"6","6","Grayson Allen","SG",28,75,74,33.5,4.5,9.1,0.499,2.7,5.9,0.461,1.8,3.2,0.57,0.649,1.7,2,0.878,0.6,3.3,3.9,3,0.9,0.6,1.3,2.1,13.5,"13.8",".679",".652",".216","2.3","10.6","6.6","12.1","1.3","1.6","11.3","14.5","4.7","2.2","6.9",".132","1.1","0.1","1.3","2.0"
"7","7","Jarrett Allen","C",25,77,77,31.7,6.7,10.6,0.634,0,0.1,0,6.7,10.6,0.638,0.634,3,4.1,0.742,3.2,7.4,10.5,2.7,0.7,1.1,1.6,1.9,16.5,"21.8",".664",".007",".383","11.3","25.8","18.7","13.2","1.1","3.0","11.2","19.4","6.8","3.9","10.7",".210","2.1","0.9","3.0","3.1"
"8","8","Timmy Allen","SF",24,5,0,25,1.2,4.6,0.261,0,1.4,0,1.2,3.2,0.375,0.261,0.2,0.4,0.5,0.8,2.6,3.4,1,0.8,0,0.4,3.6,2.6,"0.8",".272",".304",".087","3.4","11.8","7.4","5.4","1.6","0.0","7.7","8.9","-0.2","0.1","-0.1","-0.041","-10.3","-0.7","-11.1","-0.3"
"9","9","Jose Alvarado","PG",25,56,0,18.4,2.5,6.2,0.412,1.4,3.7,0.377,1.1,2.5,0.464,0.525,0.6,0.9,0.673,0.4,1.8,2.3,2.1,1.1,0.3,0.7,1.6,7.1,"12.5",".540",".600",".151","2.7","11.0","6.9","15.3","2.8","1.4","9.8","17.3","0.6","1.5","2.1",".097","-1.5","1.5","-0.1","0.5"
"10","10","Kyle Anderson","PF",30,79,10,22.6,2.5,5.5,0.46,0.1,0.6,0.229,2.4,4.9,0.488,0.472,1.2,1.7,0.708,0.8,2.7,3.5,4.2,0.9,0.6,1.2,1.6,6.4,"12.7",".513",".111",".316","4.0","13.0","8.7","25.0","2.0","2.3","15.6","14.5","1.4","3.1","4.5",".121","-1.6","2.7","1.1","1.4"
"11","11","Giannis Antetokounmpo","PF",29,73,73,35.2,11.5,18.8,0.611,0.5,1.7,0.274,11,17.1,0.645,0.624,7,10.7,0.657,2.7,8.8,11.5,6.5,1.2,1.1,3.4,2.9,30.4,"29.9",".649",".091",".571","8.6","27.0","17.9","32.7","1.6","2.6","12.7","33.0","9.5","3.7","13.2",".246","6.7","2.4","9.0","7.2"
"12","12","Thanasis Antetokounmpo","PF",31,34,0,4.6,0.5,0.9,0.533,0,0,0,0.5,0.9,0.552,0.533,0,0.1,0,0.2,0.2,0.4,0.5,0.2,0.1,0.4,0.7,0.9,"5.5",".518",".033",".067","5.1","4.2","4.6","13.9","2.2","2.2","31.2","12.5","-0.2","0.1","0.0","-0.010","-6.7","0.3","-6.4","-0.2"
"13","13","Cole Anthony","PG",23,81,0,22.4,4.1,9.4,0.435,1.1,3.4,0.338,3,6,0.49,0.496,2.2,2.7,0.826,0.8,3,3.8,2.9,0.8,0.5,1.6,2.2,11.6,"14.6",".545",".360",".286","4.1","16.1","10.1","19.8","1.7","1.9","12.8","23.7","0.9","2.7","3.6",".096","-0.6","0.7","0.1","1.0"
"14","14","OG Anunoby","SF",26,50,50,34,5.6,11.5,0.489,2,5.3,0.382,3.6,6.2,0.581,0.577,1.3,1.8,0.753,0.9,3.2,4.2,2.1,1.4,0.7,1.6,2.4,14.7,"12.8",".595",".463",".154","3.0","10.6","6.8","9.0","2.0","1.9","11.6","17.6","1.1","1.5","2.6",".073","-1.0","0.5","-0.6","0.6"
"15","15","Ryan Arcidiacono","PG",29,20,0,2.3,0,0.3,0,0,0.3,0,0,0,NA,0,0,0,NA,0,0.4,0.4,0.2,0.1,0,0.1,0.3,0,"-2.0",".000","1.000",".000","0.0","20.0","10.0","10.4","2.2","0.0","25.0","7.7","-0.1","0.1","-0.1","-0.089","-11.5","1.9","-9.6","-0.1"
"16","16","Deni Avdija","SF",23,75,75,30.1,5.4,10.7,0.506,1.2,3.1,0.374,4.2,7.6,0.56,0.56,2.7,3.6,0.74,1.1,6.1,7.2,3.8,0.8,0.5,2.1,2.5,14.7,"14.9",".597",".293",".340","3.9","22.1","12.8","17.8","1.2","1.3","14.8","20.2","1.7","1.5","3.2",".068","-0.7","-0.2","-0.9","0.6"
"17","17","Deandre Ayton","C",25,55,55,32.4,7.8,13.6,0.57,0,0.2,0.1,7.7,13.4,0.576,0.571,1.2,1.4,0.823,3.2,7.9,11.1,1.6,1,0.8,1.8,2,16.7,"18.9",".587",".013",".105","10.4","28.9","19.1","8.8","1.5","2.1","11.2","21.1","1.8","2.1","3.9",".106","0.5","-0.2","0.3","1.0"
"18","18","Udoka Azubuike","C",24,16,0,7.1,1,1.4,0.696,0,0,NA,1,1.4,0.696,0.696,0.2,0.8,0.231,0.7,1.3,2,0.2,0.1,0.4,0.3,1.1,2.2,"12.3",".609",".000",".565","11.6","20.0","16.0","3.6","0.4","4.7","12.2","12.6","0.1","0.1","0.2",".100","-3.0","-0.1","-3.2","0.0"
"19","19","Ibou Badji","C",21,22,1,10.3,0.6,1,0.636,0,0,NA,0.6,1,0.636,0.636,0.3,0.5,0.5,0.9,1.4,2.3,0.6,0.1,0.9,0.7,2.1,1.5,"8.1",".623",".000",".545","9.4","16.3","12.6","7.7","0.7","8.0","35.5","8.0","0.0","0.2","0.2",".046","-7.7","1.9","-5.8","-0.2"
"20","20","Marvin Bagley III","C",24,50,25,21.1,4.8,8.2,0.586,0.2,0.5,0.391,4.6,7.7,0.597,0.597,1.9,2.5,0.762,2.6,3.6,6.2,1.1,0.4,0.7,1.2,1.6,11.7,"19.4",".629",".056",".309","13.1","19.2","16.1","8.1","0.9","2.6","11.3","21.0","2.0","0.7","2.7",".122","1.0","-1.4","-0.4","0.4"
"21","21","Amari Bailey","PG",19,10,0,6.5,0.8,2.4,0.333,0.1,0.8,0.125,0.7,1.6,0.438,0.354,0.6,0.7,0.857,0.6,0.3,0.9,0.7,0.3,0,0.4,0.2,2.3,"9.7",".425",".333",".292","10.1","5.3","7.8","15.2","2.3","0.0","12.9","21.1","-0.1","0.0","-0.1","-0.044","-5.2","-3.1","-8.3","-0.1"
"22","22","Patrick Baldwin Jr.","SF",21,38,7,13,1.6,4.1,0.381,0.8,2.6,0.32,0.7,1.5,0.483,0.481,0.5,0.7,0.679,0.4,2.8,3.2,0.8,0.5,0.4,0.5,1.5,4.4,"9.7",".502",".626",".181","3.6","23.5","13.3","7.6","1.7","2.5","10.2","15.9","-0.3","0.5","0.2",".019","-4.0","-0.6","-4.6","-0.3"
"23","23","LaMelo Ball","PG",22,22,22,32.3,8.3,19.2,0.433,3.2,9,0.355,5.1,10.3,0.5,0.515,4.1,4.7,0.865,1.3,3.8,5.1,8,1.8,0.2,3.8,3.6,23.9,"20.8",".561",".466",".246","4.4","13.7","8.9","43.1","2.8","0.5","15.0","34.3","0.6","0.5","1.1",".074","3.8","-0.5","3.3","1.0"
"24","24","Mo Bamba","C",25,57,17,13,1.7,3.5,0.49,0.4,1.1,0.391,1.3,2.4,0.537,0.553,0.6,0.9,0.68,1.4,2.8,4.2,0.7,0.4,1.1,0.7,1.8,4.4,"15.4",".575",".323",".253","11.3","24.5","17.8","7.6","1.5","7.4","15.1","15.1","0.6","1.3","2.0",".128","-2.3","1.4","-1.0","0.2"
"25","25","Paolo Banchero","PF",21,80,80,35,8,17.6,0.455,1.5,4.4,0.339,6.5,13.2,0.493,0.497,5.1,7,0.725,1,5.9,6.9,5.4,0.9,0.6,3.1,1.9,22.6,"17.3",".546",".249",".397","3.4","20.0","11.6","25.2","1.3","1.6","13.0","29.7","1.3","4.0","5.3",".090","1.3","0.0","1.3","2.3"
"26","26","Desmond Bane","SG",25,42,42,34.4,8.6,18.5,0.464,3.3,8.6,0.381,5.3,9.9,0.536,0.552,3.3,3.8,0.87,0.9,3.5,4.4,5.5,1,0.5,2.7,2.9,23.7,"18.5",".589",".464",".207","2.6","11.8","7.0","29.2","1.5","1.4","11.7","28.5","1.8","1.3","3.1",".102","3.1","-0.3","2.8","1.7"
"27","27","Dalano Banton","PG",24,54,9,19.4,3.7,9.3,0.404,1.1,3.7,0.296,2.6,5.6,0.475,0.463,1.7,2.2,0.783,0.8,2.5,3.3,2.4,0.6,0.4,1.4,1.2,10.3,"13.3",".504",".398",".240","4.2","15.2","9.5","19.4","1.6","1.7","12.2","25.7","-0.4","0.9","0.5",".024","-0.7","-0.6","-1.3","0.2"
"28","28","Dominick Barlow","PF",20,33,1,12.7,1.7,3.4,0.496,0.1,0.3,0.333,1.6,3.2,0.51,0.509,0.9,1.3,0.69,1.4,2.1,3.4,1.1,0.4,0.4,0.3,1.4,4.4,"14.6",".548",".080",".372","11.5","17.7","14.5","11.7","1.4","2.8","6.4","14.1","0.7","0.4","1.1",".126","-1.7","0.0","-1.7","0.0"
"29","29","Harrison Barnes","PF",31,82,82,29,4.2,8.9,0.474,1.8,4.7,0.387,2.4,4.2,0.571,0.576,1.9,2.4,0.801,0.8,2.2,3,1.2,0.7,0.1,0.7,1.2,12.2,"11.9",".611",".526",".268","3.1","8.8","5.9","5.6","1.1","0.5","6.6","15.7","3.1","1.5","4.7",".094","-0.6","-1.2","-1.8","0.1"
"30","30","Scottie Barnes","SG",22,60,60,34.9,7.5,15.7,0.475,1.7,4.9,0.341,5.8,10.8,0.536,0.528,3.3,4.2,0.781,2.4,5.9,8.2,6.1,1.3,1.5,2.8,2,19.9,"19.5",".566",".314",".266","7.3","18.9","13.0","26.2","1.7","3.7","13.6","24.8","2.3","2.0","4.3",".098","2.9","0.8","3.7","3.0"
"31","31","RJ Barrett","SG",23,58,58,31.7,7.5,15.2,0.495,1.6,4.3,0.36,6,10.9,0.549,0.547,3.6,5,0.715,0.9,4.5,5.4,3.3,0.5,0.4,2.2,2.2,20.2,"16.4",".580",".284",".331","3.1","16.0","9.5","16.7","0.8","1.1","11.1","26.5","1.6","1.2","2.9",".075","0.7","-1.5","-0.8","0.6"
"32","32","Charles Bassey","C",23,19,0,10.8,1.5,2.1,0.725,0,0.1,0,1.5,2.1,0.744,0.725,0.3,0.3,0.833,1.2,2.8,4,1.1,0.4,0.9,0.8,1.6,3.3,"17.7",".739",".025",".150","12.0","28.2","20.0","14.1","1.9","6.9","26.0","11.9","0.3","0.4","0.7",".157","-1.8","3.1","1.3","0.2"
"33","33","Emoni Bates","SF",20,15,0,8.9,1,3.3,0.306,0.7,2.2,0.303,0.3,1.1,0.313,0.408,0.1,0.3,0.25,0.1,0.9,0.9,0.7,0.1,0.1,0.5,0.3,2.7,"2.6",".404",".673",".082","0.9","10.9","5.9","10.0","0.4","1.4","13.6","19.5","-0.4","0.1","-0.3","-0.092","-6.2","-3.0","-9.2","-0.2"
"34","34","Keita Bates-Diop","SF",28,53,8,12.5,1.4,3.1,0.434,0.4,1.3,0.304,1,1.8,0.526,0.497,0.6,0.8,0.762,0.6,1.5,2.1,0.7,0.5,0.4,0.3,0.7,3.7,"11.5",".534",".416",".253","5.5","12.8","9.3","7.4","1.8","2.9","7.5","13.0","0.5","0.8","1.3",".091","-1.5","0.4","-1.0","0.2"
"35","35","Nicolas Batum","PF",35,60,38,25.5,1.9,4.3,0.453,1.2,3.1,0.395,0.7,1.2,0.606,0.596,0.3,0.4,0.714,1.2,3,4.1,2.1,0.8,0.6,0.7,1.8,5.3,"10.2",".603",".723",".082","5.0","13.1","9.0","10.7","1.5","2.3","13.1","8.6","1.7","1.6","3.3",".103","-1.3","0.8","-0.4","0.6"
"36","36","Darius Bazley","PF",23,9,0,16.9,2,3.3,0.6,0.2,0.9,0.25,1.8,2.4,0.727,0.633,1.1,1.3,0.833,0.9,2.2,3.1,0.8,0.7,0.8,0.9,0.3,5.3,"13.9",".680",".267",".400","5.8","14.4","10.1","6.0","1.9","4.1","18.5","11.9","0.2","0.1","0.3",".084","-0.9","0.5","-0.4","0.1"
"37","37","Bradley Beal","SG",30,53,53,33.3,7.1,13.9,0.513,1.9,4.4,0.43,5.2,9.4,0.552,0.582,2.1,2.5,0.813,1,3.4,4.4,5,1,0.5,2.5,2.4,18.2,"16.3",".607",".320",".182","3.6","10.8","7.4","22.5","1.4","1.3","14.2","22.7","2.4","1.5","3.9",".107","0.9","-0.6","0.4","1.1"
"38","38","Malik Beasley","SG",27,79,77,29.6,4.1,9.1,0.443,2.8,6.9,0.413,1.2,2.3,0.533,0.598,0.3,0.4,0.714,0.5,3.2,3.7,1.4,0.7,0.1,0.7,2,11.3,"10.3",".603",".751",".048","2.0","11.4","6.8","6.1","1.2","0.3","6.8","14.6","1.9","1.6","3.5",".073","-1.0","-0.8","-1.8","0.1"
"39","39","MarJon Beauchamp","SF",23,48,1,12.7,1.7,3.5,0.488,0.6,1.6,0.4,1.1,1.9,0.56,0.578,0.4,0.6,0.679,0.5,1.6,2.1,0.6,0.3,0.1,0.6,1.1,4.4,"9.7",".592",".452",".169","4.1","13.6","8.9","6.7","1.0","1.0","13.2","14.6","0.2","0.5","0.7",".056","-2.3","-0.9","-3.2","-0.2"
"40","40","Jules Bernard","SG",24,19,0,7.8,1.5,3.4,0.453,0.6,1.5,0.379,0.9,1.8,0.514,0.539,0.3,0.5,0.556,0.5,0.8,1.4,0.8,0.2,0.1,0.4,0.7,3.9,"12.7",".544",".453",".141","7.0","11.8","9.3","15.4","0.9","0.5","10.5","21.5","0.0","0.0","0.1",".026","-0.6","-2.5","-3.0","0.0"
"41","41","Dāvis Bertāns","PF",31,43,1,15.7,2.1,5.4,0.393,1.8,4.7,0.38,0.4,0.8,0.471,0.556,0.7,0.8,0.909,0.2,1.2,1.4,0.8,0.6,0.3,0.4,1.3,6.7,"11.6",".583",".855",".141","1.5","8.8","5.1","7.2","1.9","1.7","6.8","17.4","0.5","0.4","0.9",".061","-0.8","-0.6","-1.4","0.1"
"42","42","Patrick Beverley","PG",35,73,13,20,2.2,5.2,0.417,0.8,2.5,0.337,1.3,2.7,0.49,0.497,1,1.2,0.822,0.7,2.6,3.3,2.9,0.6,0.4,0.9,1.8,6.2,"11.6",".539",".478",".237","3.7","14.3","9.0","19.0","1.4","1.9","13.4","14.3","1.2","1.5","2.7",".090","-1.5","0.5","-1.1","0.3"
"43","43","Saddiq Bey","SF",24,63,51,32.7,4.6,11.1,0.416,1.8,5.7,0.316,2.8,5.4,0.522,0.497,2.7,3.2,0.837,2.7,3.9,6.5,1.5,0.8,0.2,0.9,1.4,13.7,"13.1",".549",".514",".291","8.5","13.4","10.9","6.0","1.2","0.5","6.4","17.0","2.8","0.7","3.5",".081","0.1","-2.0","-1.8","0.1"
"44","44","Goga Bitadze","C",24,62,33,15.4,2,3.4,0.603,0,0.2,0.143,2,3.1,0.636,0.608,0.9,1.4,0.655,1.8,2.9,4.6,1.3,0.5,1.2,0.7,1.7,5,"17.8",".629",".067",".416","13.3","21.9","17.5","11.7","1.7","7.0","15.1","13.3","1.8","1.9","3.7",".186","-0.7","2.8","2.1","1.0"
"45","45","Onuralp Bitim","SG",24,23,1,11.7,1.4,3.7,0.381,0.5,1.9,0.273,0.9,1.7,0.5,0.452,0.2,0.2,0.8,0.3,1.1,1.4,0.6,0.1,0.1,0.4,1,3.5,"5.0",".464",".524",".060","2.5","11.1","6.7","6.5","0.6","0.8","10.4","15.8","-0.3","0.1","-0.1","-0.027","-5.4","-2.0","-7.4","-0.4"
"46","46","Bismack Biyombo","C",31,40,27,19.8,1.9,3.3,0.565,0,0,NA,1.9,3.3,0.565,0.565,0.7,1.4,0.481,1.6,3.7,5.2,1.3,0.3,0.9,1.1,2.2,4.4,"9.9",".562",".000",".412","8.3","21.1","14.5","9.5","0.7","4.4","21.3","10.7","0.1","1.0","1.1",".066","-4.8","1.4","-3.4","-0.3"
"47","47","Anthony Black","PG",20,69,33,16.9,1.7,3.6,0.466,0.5,1.4,0.394,1.1,2.2,0.51,0.54,0.7,1.2,0.613,0.5,1.5,2,1.3,0.5,0.3,0.8,1.6,4.6,"8.4",".560",".381",".324","3.3","10.8","7.0","10.6","1.5","1.7","16.6","12.7","0.1","1.5","1.6",".067","-3.8","0.8","-3.0","-0.3"
"48","48","Leaky Black","SF",24,26,3,10.9,1,2,0.481,0.3,0.8,0.45,0.6,1.2,0.5,0.567,0.4,0.6,0.667,0.3,1.5,1.8,0.9,0.3,0.4,0.2,0.7,2.7,"11.5",".589",".385",".288","3.5","15.9","9.5","11.4","1.4","3.6","9.3","10.1","0.3","0.2","0.5",".084","-2.6","0.3","-2.4","0.0"
"49","49","Buddy Boeheim","SF",24,10,0,8.4,0.9,2.9,0.31,0.8,2.5,0.32,0.1,0.4,0.25,0.448,0.8,1,0.8,0.3,0.7,1,0.3,0,0.1,0,0.5,3.4,"9.1",".509",".862",".345","3.9","9.5","6.6","4.8","0.0","1.0","0.0","17.0","0.1","0.0","0.1",".047","-0.7","-2.8","-3.5","0.0"
"50","50","Bogdan Bogdanović","SG",31,79,33,30.4,6,13.9,0.428,3,8.1,0.374,2.9,5.8,0.503,0.537,1.9,2.1,0.921,0.7,2.8,3.4,3.1,1.2,0.3,1.4,2.3,16.9,"14.7",".569",".583",".149","2.3","10.3","6.2","14.9","1.9","1.0","8.7","22.3","2.8","1.2","3.9",".079","0.9","-0.7","0.2","1.4"
"51","51","Bojan Bogdanović","SF",34,57,27,25.9,5.4,11.9,0.454,2.3,5.9,0.398,3.1,6.1,0.507,0.551,2.1,2.6,0.785,0.4,2.3,2.7,1.7,0.5,0.1,1.8,1.7,15.2,"12.6",".581",".490",".219","1.6","10.0","5.7","10.3","1.0","0.3","11.9","24.6","0.3","0.7","1.1",".034","-0.7","-2.5","-3.2","-0.4"
"52","52","Bol Bol","PF",24,43,0,10.9,2.2,3.5,0.616,0.5,1.2,0.423,1.7,2.3,0.717,0.689,0.3,0.4,0.789,0.7,2.4,3.2,0.4,0.2,0.6,0.4,1,5.2,"18.7",".700",".344",".126","8.1","24.1","16.5","5.3","1.0","4.7","10.7","16.5","1.0","0.7","1.6",".168","1.4","0.8","2.1","0.5"
"53","53","Marques Bolden","C",25,11,2,11,1.5,2.3,0.68,0,0.1,0,1.5,2.2,0.708,0.68,0.3,0.4,0.75,0.9,2.2,3.1,0.4,0.3,0.6,0.3,0.9,3.4,"16.0",".691",".040",".160","9.0","22.8","15.8","4.8","1.2","5.4","10.1","10.9","0.2","0.1","0.3",".134","-2.1","-0.5","-2.7","0.0"
"54","54","Devin Booker","PG",27,68,68,36,9.4,19.2,0.492,2.2,6.1,0.364,7.2,13,0.552,0.55,6,6.7,0.886,0.8,3.7,4.5,6.9,0.9,0.4,2.6,3,27.1,"21.9",".611",".320",".350","2.7","11.1","7.1","31.2","1.2","1.0","10.6","29.8","7.2","2.0","9.2",".181","4.0","-1.0","3.0","3.1"
"55","55","Brandon Boston Jr.","SF",22,32,0,10.8,2,5,0.404,0.4,1.6,0.269,1.6,3.4,0.468,0.447,0.7,1,0.697,0.6,1,1.6,0.4,0.3,0.3,0.8,1.3,5.2,"8.7",".476",".323",".205","6.4","10.4","8.5","5.4","1.6","2.1","12.0","25.4","-0.6","0.3","-0.3","-0.040","-6.2","-2.7","-9.0","-0.6"
"56","56","Chris Boucher","PF",31,50,0,14.1,2.2,4.3,0.507,0.6,1.9,0.33,1.6,2.5,0.642,0.578,1.4,1.8,0.772,1.2,2.9,4.1,0.5,0.3,0.5,0.6,1.4,6.4,"16.0",".625",".433",".424","9.5","23.1","16.1","4.5","1.0","3.0","9.8","17.3","1.2","0.6","1.7",".119","-0.3","-1.4","-1.7","0.1"
"57","57","James Bouknight","SG",23,14,0,5.8,1.3,2.9,0.439,0.9,2.1,0.433,0.4,0.8,0.455,0.598,0.1,0.1,0.5,0.1,0.6,0.6,0.4,0.1,0.1,0.1,0.2,3.6,"15.9",".597",".732",".049","1.3","11.4","6.2","12.2","0.6","1.2","4.6","23.9","0.1","0.0","0.1",".062","4.4","-2.2","2.2","0.1"
"58","58","Jamaree Bouyea","PG",24,9,0,10.6,1.1,3.1,0.357,0.1,1,0.111,1,2.1,0.474,0.375,0,0,NA,0.3,1.8,2.1,1.2,0.1,0,1,1.1,2.3,"1.5",".375",".321",".000","3.4","19.2","11.0","15.9","0.5","0.0","24.3","16.5","-0.3","0.1","-0.3","-0.129","-10.2","-2.0","-12.3","-0.2"
"59","59","Malaki Branham","PG",20,75,29,21.3,3.6,8.4,0.432,1.2,3.6,0.347,2.4,4.8,0.494,0.506,0.7,0.8,0.873,0.4,1.6,2,2.1,0.4,0.1,1.2,1.3,9.2,"8.7",".526",".427",".100","1.9","8.2","5.0","14.0","0.8","0.4","12.2","19.8","-0.9","0.6","-0.3","-0.008","-3.4","-2.2","-5.6","-1.5"
"60","60","Christian Braun","SG",22,82,4,20.2,2.7,5.9,0.46,0.8,2,0.384,1.9,3.9,0.498,0.525,1.1,1.6,0.694,1,2.8,3.7,1.6,0.5,0.4,0.7,1.7,7.3,"12.1",".554",".340",".277","5.4","14.8","10.2","10.2","1.3","1.8","9.2","15.7","1.5","2.0","3.4",".100","-1.7","-0.2","-1.9","0.0"
"61","61","Mikal Bridges","SF",27,82,82,34.8,6.9,15.8,0.436,2.7,7.2,0.372,4.2,8.6,0.49,0.521,3.1,3.9,0.814,0.8,3.7,4.5,3.6,1,0.4,2,1.4,19.6,"14.9",".560",".457",".245","2.5","12.0","7.1","16.3","1.4","0.9","10.3","24.3","2.1","2.1","4.2",".070","0.7","-1.0","-0.4","1.2"
"62","62","Miles Bridges","SF",25,69,67,37.4,8.1,17.5,0.462,2.3,6.5,0.349,5.8,11,0.529,0.527,2.5,3.1,0.825,1,6.3,7.3,3.3,0.9,0.5,2,1.7,21,"15.4",".556",".372",".174","3.0","19.5","11.0","14.6","1.2","1.2","9.6","24.7","0.7","1.4","2.2",".040","0.2","-1.3","-1.1","0.6"
"63","63","Oshae Brissett","SF",25,55,1,11.5,1.2,2.8,0.444,0.3,1,0.273,1,1.8,0.541,0.493,0.9,1.5,0.602,1.1,1.8,2.9,0.8,0.3,0.1,0.4,1,3.7,"12.8",".530",".359",".542","10.9","16.3","13.7","8.7","1.5","1.1","9.5","14.5","0.8","0.9","1.7",".131","-2.0","0.2","-1.8","0.0"
"64","64","Izaiah Brockington","PG",24,1,0,3,2,5,0.4,0,1,0,2,4,0.5,0.4,0,0,NA,1,1,2,0,0,0,0,0,4,"26.6",".400",".200",".000","37.6","36.7","37.1","0.0","0.0","0.0","0.0","72.5","0.0","0.0","0.0","-0.177","-9.2","-8.5","-17.8","0.0"
"65","65","Malcolm Brogdon","PG",31,39,25,28.7,5.6,12.7,0.44,2.1,5.1,0.412,3.5,7.6,0.458,0.522,2.4,3,0.819,0.7,3.1,3.8,5.5,0.7,0.2,1.5,1.5,15.7,"17.0",".560",".401",".234","2.6","12.8","7.4","30.9","1.2","0.6","9.9","23.0","2.0","0.6","2.6",".111","2.7","-0.7","2.0","1.1"
"66","66","Armoni Brooks","PG",25,10,0,10.4,1.5,4.6,0.326,1.1,3.2,0.344,0.4,1.4,0.286,0.446,0.1,0.2,0.5,0.7,1.1,1.8,0.5,0.1,0.1,0.3,0.3,4.2,"8.3",".448",".696",".043","7.2","11.9","9.5","6.9","0.5","0.9","6.0","20.8","-0.1","0.1","0.0","-0.018","-2.2","-3.7","-5.8","-0.1"
"67","67","Dillon Brooks","SF",28,72,72,30.9,4.6,10.7,0.428,1.8,5.1,0.359,2.7,5.5,0.492,0.515,1.7,2,0.844,0.7,2.7,3.4,1.7,0.9,0.1,1.2,3.3,12.7,"9.4",".549",".482",".191","2.5","9.4","5.9","7.5","1.4","0.4","9.6","17.6","0.6","2.1","2.7",".058","-3.3","-0.3","-3.6","-0.9"
"68","68","Bruce Brown","PG",27,67,44,27.9,4.1,8.7,0.478,0.8,2.4,0.323,3.4,6.2,0.538,0.523,1.7,2.1,0.824,0.8,3.4,4.2,2.9,0.9,0.3,1.3,2.2,10.8,"11.6",".563",".282",".244","3.1","14.0","8.5","13.2","1.5","0.8","11.8","16.5","1.2","1.0","2.2",".058","-2.4","-1.0","-3.3","-0.6"
"69","69","Charlie Brown Jr.","SG",26,8,0,4.6,0.3,1.3,0.2,0.3,0.9,0.286,0,0.4,0,0.3,0,0,NA,0.1,0.1,0.3,0,0,0.3,0.3,0.6,0.8,"-3.2",".300",".700",".000","3.0","3.0","3.0","0.0","0.0","5.1","16.7","14.0","-0.1","0.0","-0.1","-0.124","-10.2","-3.4","-13.6","-0.1"
"70","70","Greg Brown III","PF",22,6,0,6.7,0.8,1.8,0.455,0.2,0.5,0.333,0.7,1.3,0.5,0.5,0.7,1.5,0.444,0.5,1,1.5,0.7,0,0.7,0.7,0.8,2.5,"10.5",".501",".273",".818","8.2","16.3","12.3","13.0","0.0","8.8","21.1","20.3","0.0","0.0","0.0",".000","-5.0","0.6","-4.4","0.0"
"71","71","Jaylen Brown","SF",27,70,70,33.5,9,17.9,0.499,2.1,5.9,0.354,6.9,12.1,0.57,0.557,3,4.3,0.703,1.2,4.3,5.5,3.6,1.2,0.5,2.4,2.6,23,"18.6",".580",".326",".239","4.0","13.4","8.9","16.6","1.8","1.4","10.7","28.9","2.7","3.2","5.9",".121","0.9","-0.1","0.7","1.6"
"72","72","Kendall Brown","SG",20,15,0,4.2,0.5,1,0.533,0,0.1,0,0.5,0.9,0.615,0.533,0.3,0.5,0.625,0.2,0.1,0.3,0.3,0,0,0.1,0.6,1.4,"7.6",".567",".133",".533","5.4","3.6","4.5","9.3","0.0","0.0","9.7","13.7","0.1","0.0","0.1",".045","-4.2","-2.6","-6.8","-0.1"
